Dates,EW,CP_forward_rates,FB_forward_spread
2003-01-31,0.015546555802912806,0.016444663624643797,0.016746373574427185
2003-02-28,-0.004716011411591588,-0.0064428789530242515,-0.008729743162825713
2003-03-31,0.004669114052211608,0.005676874728272355,0.005676874728272355
2003-04-30,0.03420260956707744,0.042659719148765506,0.03908572516419362
2003-05-30,-0.006815660562722051,-0.01546397404453275,-0.006447004914443563
2003-06-30,-0.03245932349674246,-0.04438253999165937,-0.03688448752649748
2003-07-31,-0.001348682198011015,0.003261089046495569,0.0013077273608147863
2003-08-29,0.023123713017819687,0.028877792431784798,0.024087886624648062
2003-09-30,-0.022311869600734204,-0.022678412651550166,-0.025073484372547708
2003-10-31,-0.002990934933264597,-0.0006230102949488649,-0.0008128958603665009
2003-11-28,0.01511247632671503,0.0198834098951263,0.021369702097818546
2003-12-31,0.0033133625182911325,0.004724677163098336,0.0026250697289903887
2004-01-30,0.015689658097040468,0.018380555241855712,0.018380555241855712
2004-02-27,0.008066626620892177,0.008864284055625667,0.008864284055625667
2004-03-31,-0.01703816203133239,-0.034063901238598364,-0.027630895435737768
2004-04-30,-0.002292396551705216,-0.007646690336297891,-0.0029031088850181774
2004-05-31,0.0024196355401846325,0.0033365579363698675,0.0033365579363698675
2004-06-30,0.010316300467372998,0.009073194086421122,0.009073194086421122
2004-07-30,0.026447553716068925,0.024228657737055577,0.024228657737055577
2004-08-31,0.007511629248003466,0.00820866318472293,0.008246726898648657
2004-09-30,0.010734814083418066,0.01283942203500256,0.011372741497631542
2004-10-29,0.0076678663450654196,0.011306917239636442,0.005222120812306368
2004-11-30,0.00838176501917338,0.005925103485746033,0.008127315048433404
2004-12-31,0.001961893229586593,0.004958422321153682,0.00564373561557602
2005-01-31,-0.0069325522221720046,-0.007750234164043812,-0.00658749781575828
2005-02-28,0.004834759765571025,-0.0037280856785066366,0.0034559571023274295
2005-03-31,0.020379294970720947,0.028727834184529896,0.02190758627917202
2005-04-29,0.01595653125683431,0.020191963757580284,0.01878806126794529
2005-05-31,0.00865212773151966,0.010922158308784298,0.013563889524421714
2005-06-30,-0.008431418181430889,-0.009130451192391954,-0.004560503648696666
2005-07-29,0.01323231911668436,0.014970180667257133,0.009739694213241378
2005-08-31,-0.009044135238587677,-0.017579300213954107,-0.009712402959700842
2005-09-30,-0.012400180624150658,-0.013114342064791909,-0.014364198585890607
2005-10-31,0.004257282263102591,0.008448786976437873,0.0052447022129545745
2005-11-30,0.011705965442895304,0.014870514315271057,0.015978073997104433
2005-12-30,-0.005500267692327039,0.0010625215415189914,-0.0009934824099365291
2006-01-31,0.004058688070356079,0.010205669819969803,0.005657922630017563
2006-02-28,-0.014061968986671796,-0.012219204820766291,-0.014588042146382953
2006-03-31,-0.006053348235876832,-0.0030656758712554054,-0.005853389270450922
2006-04-28,0.004816077132488744,0.0042926343327420215,0.0057295792608728436
2006-05-31,-0.004161062585365995,-8.827246042722654e-05,-0.0020399241607273913
2006-06-30,0.011393758418091175,0.014610503473136045,0.010988595289101637
2006-07-31,0.017077039579636098,0.0195670082640983,0.014199573514098226
2006-08-31,0.010542260979611426,0.016821684790395298,0.012277098958822417
2006-09-29,-0.00019567974986937434,-0.005489445547071193,-0.002955900419402299
2006-10-31,0.006555329082774883,0.005256756023052981,0.004698954248404449
2006-11-30,-0.01185575072581638,-0.006722535078432737,-0.012531068621187677
2006-12-29,-0.004366007647828411,-0.003699245124077961,-0.004571869823575122
2007-01-31,0.014423414430330484,0.01720655084514983,0.01719517659927571
2007-02-28,-0.005285944144311516,-0.0022533158815270836,-0.004398353146974242
2007-03-30,-0.0040607155732310905,-0.0004219527752378207,-0.0034598595056478647
2007-04-30,-0.01400649018904539,-0.010841333953921095,-0.01078201506415219
2007-05-31,-0.011254870018229656,-0.008583517325000307,-0.011460025118949809
2007-06-29,0.01597135075342016,0.02133337364574605,0.02048107706130131
2007-07-31,0.012533316269394761,0.009890029938311253,0.006945966669686649
2007-08-31,-0.0017070915486137146,-0.0022388728957921126,-0.0018052662414105593
2007-09-28,0.008654917869845133,0.008980273058334522,0.008980273058334522
2007-10-31,0.014981770866472371,0.021017572441203006,0.012640304172172564
2007-11-30,-0.0031185343494791614,-0.000837607290011404,-0.000837607290011404
2007-12-31,0.024030956452558816,0.024538200808824767,0.02532047507307103
2008-01-31,0.00833859449212451,0.005933822046637852,0.004252517085652676
2008-02-29,0.005633042163212302,0.008165311554243422,0.008993968466416563
2008-03-31,-0.010221742694221507,-0.012021089580970328,-0.01014414133862632
2008-04-30,-0.01674007770506541,-0.021416223882393736,-0.02375910747193723
2008-05-30,-0.006379936302931526,0.003982713594537671,-0.009537145219293398
2008-06-30,0.01565718449134582,0.016873483650282954,0.013291258605010722
2008-07-31,0.01836975674834322,0.013850806580257414,0.022145901948483773
2008-08-29,0.009372924122573569,0.0030854803317919535,0.013189875415964033
2008-09-30,0.011282958084564226,0.0027885025662779104,-0.0013109210967065022
2008-10-31,0.04534661905625317,0.07332983658282229,0.06989775690563593
2008-11-28,0.045850196956883964,0.027809689435571595,0.06751245488114649
2008-12-31,-0.028928537453144287,-0.03036361136667138,-0.03036361136667138
2009-01-30,0.00021115820382854443,0.002034764086947324,0.002034764086947324
2009-02-27,0.014782180445997321,0.023515200837196618,0.023515200837196618
2009-03-31,-0.003133273287548075,-0.0014022985229779714,-0.001519247739053901
2009-04-30,-0.020903106088414333,-0.022711482012285955,-0.025899068538761248
2009-05-29,0.006530263375805084,0.008976877774863137,0.0043766386660051915
2009-06-30,0.0037116196003945073,0.010148581398963605,0.010148581398963605
2009-07-31,0.009421037808842658,0.009361012993404121,0.009361012993404121
2009-08-31,0.005550195611356647,0.004134162929668778,0.005567329808787584
2009-09-30,-0.0036795976682076265,-0.0005824671109521062,0.0005735129670327711
2009-10-30,0.014312384107086552,0.014077121548648212,0.010738545611530259
2009-11-30,-0.01741743815625355,-0.02072855145987761,-0.017351175685454204
2009-12-31,0.011473523553431187,0.013362497749360682,0.007505691833848557
2010-01-29,0.008231231583399624,0.006359970862502462,0.013744683490330546
2010-02-26,-0.0006260614762370675,0.00127600152645585,-0.0012587862222527154
2010-03-31,0.006465599045574613,0.005217902535992144,0.0030886072302547464
2010-04-30,0.01698646635153719,0.019621381373115074,0.02272263555612879
2010-05-31,0.009906392643264506,0.011855384325096318,0.013004755670935286
2010-06-30,0.007036162526920878,0.01059467035355173,0.006217320760680718
2010-07-30,0.03165498028143558,0.03073712259452628,0.03841382937615131
2010-08-31,-0.0017873651832919087,-0.005865575956164007,-0.008586025122570447
2010-09-30,-0.010591486102502422,-0.008025054277780757,-0.01121420874783964
2010-10-29,-0.024334452314481322,-0.04301397356903609,-0.030637770861854336
2010-11-30,-0.0070096587361869155,-0.011144089158701704,-0.015958783298132127
2010-12-31,-0.005473852305703671,0.0004519193961943506,-0.007277109649828259
2011-01-31,0.0024485882140055514,0.0010052928663225932,0.002282623573923706
2011-02-28,0.0021838115004793528,0.004566596922626551,-0.002982076222114933
2011-03-31,0.010568011017622376,0.00757572100598094,0.015302761616550501
2011-04-29,0.013928437087852073,0.006649304072996573,0.009837343287759944
2011-05-31,-0.0009111909313152963,-0.003773362842679374,-0.004698755825386808
2011-06-30,0.010322536113671005,-0.017804041535005446,-0.006068055757767789
2011-07-29,0.03683018641149161,0.031226635411704107,0.04501558109348843
2011-08-31,0.012216142855035745,0.00570649508099566,0.01001975777643933
2011-09-30,-0.011935478578135861,-0.013689661717952793,-0.013604560077200893
2011-10-31,-0.0034175318693447795,-0.02760522025177349,0.004694299160878617
2011-11-30,0.027246668553149014,0.04042981759197853,0.03285455718920667
2011-12-30,0.01368450798925384,0.03077961931930922,0.02808425281211919
2012-01-31,0.0021148161137291384,0.018726498817830263,0.020581562349836366
2012-02-29,-0.003555317382659444,-0.0006870175861574531,0.003906266011165679
2012-03-30,0.005243859850867106,-0.01392801967466796,-0.0016502159771380363
2012-04-30,0.02303235561370071,0.00011777106175276698,0.03296812129004688
2012-05-31,-0.0032151140499513914,0.0002809803060203958,-0.010936609791952085
2012-06-29,0.012957223483612794,-0.0006231963950326224,0.022652553987128562
2012-07-31,0.001991128945567643,0.00246866105627848,0.006164406934809949
2012-08-31,0.010879894262487741,0.03625595259421241,0.0113786114988039
2012-09-28,0.002085354108251274,0.008068445909288725,-0.0013232115368860204
2012-10-31,0.011811843328057953,0.021168450601510826,0.014554239409013046
2012-11-30,-0.0019140074834720034,0.0008556756405469761,0.00024921824365217
2012-12-31,-0.007319648045654092,0.0037574990476554595,-0.011665686704744327
2013-01-31,0.008726682924669325,-0.0007680240207452367,0.004309309013634382
2013-02-28,0.008133117659627825,0.0026893000776639637,0.011411390252242679
2013-03-29,0.025654637902547364,0.05037611280136865,0.0495229995947256
2013-04-30,-0.021869138734950277,-0.014843862992714755,-0.020750532905293367
2013-05-31,-0.02292225661954064,-0.024918033837302386,-0.024178235067833297
2013-06-28,0.003919865955134732,0.006372923932301566,0.00938930026335993
2013-07-31,-0.008705866771972747,-0.009399539690790857,-0.003253574797991335
2013-08-30,0.009143998593900974,0.011287855563389675,0.01050641196033447
2013-09-30,0.009374315419711022,0.005512053942009498,0.0197537712342431
2013-10-31,-0.005764152013747476,-0.0073406503777813225,-0.0013934392085243057
2013-11-29,-0.010124509796992245,-0.013215279130213031,-0.009868007772133567
2013-12-31,0.02437356407385265,0.02568097018375435,0.03457183660986182
2014-01-31,0.007849669115921526,0.0031993377281149013,0.014589958839982757
2014-02-28,0.004032223762248448,-0.0022564326252549173,0.010278488925052476
2014-03-31,0.010378358924897546,0.009937869274884938,0.013750091258683005
2014-04-30,0.016029258396842005,0.017129676315738238,0.01821814803422662
2014-05-30,0.00834395729118141,0.0038203560577558956,0.006286027232674475
2014-06-30,0.007389327411500255,-4.2819701806808886e-05,0.009753410076283326
2014-07-31,0.01794610449615504,0.01721508733687935,0.019368454141549977
2014-08-29,3.139890415212879e-05,-0.0023437451676346947,0.00325769725355689
2014-09-30,0.012262929233963715,0.013695541735485093,0.013834023901263055
2014-10-31,0.019049351673025555,0.0173662804132087,0.022244770301897105
2014-11-28,0.010948952188989676,0.011211931077813472,0.022140929154974304
2014-12-31,0.03011062185153496,0.031288639721456735,0.028327569957280793
2015-01-30,-0.0026395703567537432,0.0072190743544314605,-0.006320628155166805
2015-02-27,0.006478844115532279,0.0016460551840533346,0.014183703115285126
2015-03-31,-0.01264106345072073,-0.018417095587347963,-0.021922539045547137
2015-04-30,-0.007827431391610415,-0.011918066207512984,-0.011130100697714264
2015-05-29,-0.0195092188064181,-0.022789151360122162,-0.02561630123200367
2015-06-30,0.02065304812698196,0.02681563016836459,0.02388141710142441
2015-07-31,-0.0014613026573931922,-0.003291109637754094,-0.007749702255879634
2015-08-31,0.014504228037105141,0.016203797107312398,0.017461186066440166
2015-09-30,0.006240698545121958,0.007946408961023487,0.004473684180653755
2015-10-30,0.0009397125531558163,-0.005805185781136299,0.002888807959985577
2015-11-30,-0.004120125963924143,0.00718139816758973,-0.01138328018063168
2015-12-31,0.022127242541034934,0.017831619786612313,0.029758632104486718
2016-01-29,0.013972551507689128,0.01202878078464674,0.016728772830031158
2016-02-29,0.0005636776458385262,-0.001053908372809722,-0.0016157200618418246
2016-03-31,-0.009082711710234117,-0.0055923859513207965,-0.0058004703871729945
2016-04-29,0.009290497217397152,0.007960491926306332,0.01592992198831659
2016-05-31,0.02706419024093221,0.026893508409031413,0.03630373256622123
2016-06-30,0.006830985344436728,0.009291081221801679,0.008412353377730384
2016-07-29,-0.002286237504600393,-0.0005312411363521774,-0.001515217716185972
2016-08-31,0.0026474017858796263,0.003117253017776489,0.004885911356190674
2016-09-30,-0.023986129297056225,-0.019782439190214298,-0.034177758364632424
2016-10-31,-0.024943265893303437,-0.028030882418744997,-0.021558952282429295
2016-11-30,0.002779375776237042,-0.0018691281500179506,0.010067858309377276
2016-12-30,-0.010656914421991313,-0.003188650195121729,-0.01208134169417876
2017-01-31,0.009683289538652263,0.004028905300143059,0.01174105203685369
2017-02-28,-0.0027601843583316688,-0.0034029780388468277,-0.000508969351615269
2017-03-31,0.0038680215720334234,0.004718083696248068,0.0057028722689299
2017-04-28,0.0047376601406106675,0.0052157731986090874,0.00983492044629139
2017-05-31,-0.006915298066373229,-0.0047687882668406385,-0.0057718209236196204
2017-06-30,-0.0020656020337282643,-0.003955282824447703,-0.0008367473031870852
2017-07-31,0.008571043507835212,0.0064406944405074155,0.008161386077953369
2017-08-31,-0.009072532550225334,-0.007776214095139566,-0.012455936104113207
2017-09-29,0.004848402268717462,0.00574882655910682,0.01155540688887482
2017-10-31,0.00458567087635402,0.006830399330340988,0.005241368367521501
2017-11-30,-0.002562293695794692,-0.006029609002413766,-0.002572196916783062
2017-12-29,-0.012270231950914123,-0.011938434573091228,-0.005938369219932936
2018-01-31,0.0019923669221023144,0.00482050452296476,7.848938082227069e-05
2018-02-28,0.013910075883742615,0.011909192774714585,0.02307426860911127
2018-03-30,-0.005327904255432126,0.00018602271010187757,-0.00837885691712181
2018-04-30,-0.0002174881569830013,0.007644247766573046,0.004449522434164415
2018-05-31,0.006455027638013669,0.010930293451249042,0.010612599706987757
2018-06-29,-0.0037752972707012808,0.0006050199223369267,-0.00498620794945394
2018-07-31,0.001337739377819009,-0.005041290268006087,0.011268960939914153
2018-08-31,-0.006068338088641874,0.002330424743219396,-0.009408287977636202
2018-09-28,0.0019258929207800455,0.0005810281665537104,-0.0022906371005691735
2018-10-31,0.01057546376850979,0.014142628804963754,0.009786941935484354
2018-11-30,0.017148936060092417,0.017312134036543532,0.021823810778486212
2018-12-31,0.00807122226314881,0.00861888895761691,0.01388701976551962
2019-01-31,-0.0010896053438124035,0.001077805569075233,0.0006309239271832498
2019-02-28,0.019378261047197316,0.018497764208666466,0.022839399784025056
2019-03-29,-0.005738058289641078,-0.0006376689545241795,-0.00040957726843449376
2019-04-30,0.018012341912173057,0.013423376124982643,0.01870461066742914
2019-05-31,0.013681732696575294,0.02381914757461604,0.028213016632171156
2019-06-28,0.013894649326916414,0.021832714229867222,0.014958393422884308
2019-07-31,0.023603494340332914,0.020551182748298258,0.02142291240458763
2019-08-30,-0.00788382491908063,0.00013950194277167994,-0.008360689774733074
2019-09-30,-0.010065879371689743,-0.0099893610837797,-0.011347063833003487
2019-10-31,-0.0028401730221776864,-0.008414682409983974,0.00014035303396720423
2019-11-29,-0.010571633221065671,-0.01229767187221527,-0.011692831039996505
2019-12-31,0.0257530703140858,0.020753936007314344,0.026262489957950295
2020-01-31,0.011612442481837676,0.008837518674895696,0.013208178046836447
